bloco,chave,qtd,pct,variantes
B3_OURO_PRATA,PROJECT MANAGER,14,0.44,2
B3_OURO_PRATA,GERENTE DE COMPRAS E PLANEJAMENTO,13,0.41,1
B3_OURO_PRATA,GLOBAL HEAD OF PROCUREMENT,12,0.38,1
B3_OURO_PRATA,EXECUTIVO DE SUPPLY CHAIN & OPERACOES,12,0.38,1
B3_OURO_PRATA,"FACILITADOR, ARTICULADOR COM BOA ...",11,0.35,1
B3_OURO_PRATA,"CEO PEC ENERGY (CONTROLADORA SERRA DA IBIAPABA 4/6/7, CARNAUBAL CE)",11,0.35,1
B3_OURO_PRATA,"DIRETOR DE SUPRIMENTOS, GERENTE DE ...",10,0.32,1
B3_OURO_PRATA,HEAD DE COMPRAS,10,0.32,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS & SUPPLY CHAIN,10,0.32,1
B3_OURO_PRATA,COORDENADOR REGIONAL DE OPERACOES (SARANDI) - ISA CTEEP,9,0.28,1
B3_OURO_PRATA,AGIS CONSTRUCAO S.A,9,0.28,1
B3_OURO_PRATA,SUPPLY CHAIN MANAGER OPEX,9,0.28,1
B3_OURO_PRATA,COORDENADOR DE PLANEJAMENTO DE EXPANSAO E ESTUDOS - ISA CTEEP,9,0.28,1
B3_OURO_PRATA,COORDENADOR DE SUBESTACOES E MANUTENCAO (BANDEIRANTES) - ISA CTEEP,9,0.28,1
B3_OURO_PRATA,ENGENHARIA,8,0.25,1
B3_OURO_PRATA,SENIOR PROCUREMENT ANALYST,8,0.25,1
B3_OURO_PRATA,STRATEGIC SOURCING,8,0.25,2
B3_OURO_PRATA,ENGENHEIRO CIVIL ESPECIALISTA EM RSU,7,0.22,1
B3_OURO_PRATA,CCA+. CONSELHEIRA DE ADM. DA AXIA ENERGIA S.A ...,7,0.22,1
B3_OURO_PRATA,COMMERCIAL DIRECTOR TOWAGE (REBOCADORES) WILSON SONS,7,0.22,1
B3_OURO_PRATA,PROCUREMENT DEPARTMENT MANAGER,7,0.22,1
B3_OURO_PRATA,LEAD SOURCING SPECIALIST,7,0.22,1
B3_OURO_PRATA,GERENTE DE SUPPLY CHAIN,7,0.22,1
B3_OURO_PRATA,NAO ESPECIFICADO,6,0.19,1
B3_OURO_PRATA,SR PROJECT ENGINEER,6,0.19,1
B3_OURO_PRATA,COMPRADOR CAPEX,6,0.19,1
B3_OURO_PRATA,AVIVAR ALIMENTOS S/A.,6,0.19,1
B3_OURO_PRATA,AUREN ENERGIA S.A,6,0.19,1
B3_OURO_PRATA,GERENTE DE COMPRAS E SUPRIMENTOS / EXECUTIVA ...,6,0.19,1
B3_OURO_PRATA,GERENTE INDUSTRIAL,6,0.19,1
B3_OURO_PRATA,--,5,0.16,1
B3_OURO_PRATA,SUPPLY CHAIN / PROCUREMENT / CAPEX / PROJECT AND ...,5,0.16,1
B3_OURO_PRATA,SUPERVISAO,5,0.16,1
B3_OURO_PRATA,SOCIO DA VERTICE. MEMBRO TITULAR DO CONSELHO FISCAL ...,5,0.16,1
B3_OURO_PRATA,SENIOR PROCUREMENT MANAGER,5,0.16,1
B3_OURO_PRATA,PURCHASING DIRECTOR,5,0.16,1
B3_OURO_PRATA,ENGENHEIRO MECANICO,5,0.16,1
B3_OURO_PRATA,ENGENHEIRO CIVIL ESPECIALISTA,5,0.16,1
B3_OURO_PRATA,DIRETOR COMERCIAL DP WORLD SANTOS,5,0.16,1
B3_OURO_PRATA,HEAD OF ACCOUNTING,5,0.16,1
B3_OURO_PRATA,HEAD DE DESENVOLVIMENTO E COMPRAS HONDA AUTOMOVEIS (ITIRAPINA),5,0.16,1
B3_OURO_PRATA,GERENTE SUPPLY CHAIN,5,0.16,1
B3_OURO_PRATA,EXECUTIVO DE COMPRAS| GERENTE DE COMPRAS,5,0.16,1
B3_OURO_PRATA,ENGENHEIRO CIVIL SENIOR,4,0.13,1
B3_OURO_PRATA,PROCUREMENT MANAGER LATAM,4,0.13,1
B3_OURO_PRATA,DIRETOR SUPPLY CHAIN · GERDAU ACOS BRASIL,4,0.13,1
B3_OURO_PRATA,COORDENADOR SUPPLY CHAIN - PRIO S.A.,4,0.13,1
B3_OURO_PRATA,PROJECT ENGINEER,4,0.13,2
B3_OURO_PRATA,COMPRADOR ESPECIALISTA,4,0.13,1
B3_OURO_PRATA,COO - PRIO S.A.,4,0.13,1
B3_OURO_PRATA,SANEPAR CIA DE SANEAMENTO DO PARANA,4,0.13,1
B3_OURO_PRATA,"SUPPLY CHAIN PLANNING, PROJECTS AND DIGITAL ...",4,0.13,1
B3_OURO_PRATA,ESPECIALISTA EM STRATEGIC SOURCING,4,0.13,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS PLANO ...,4,0.13,1
B3_OURO_PRATA,COMPRADORA,4,0.13,2
B3_OURO_PRATA,GERENTE DE LOGISTICA,4,0.13,1
B3_OURO_PRATA,ENGENHARIA DE PLANEJAMENTO,4,0.13,1
B3_OURO_PRATA,STRATEGIC SOURCING SPECIALIST,4,0.13,1
B3_OURO_PRATA,GERENTE DE PROJETOS ...,4,0.13,1
B3_OURO_PRATA,ENGENHEIRO CIVIL AVALIADOR,4,0.13,1
B3_OURO_PRATA,ENGENHEIRO MECANICO (GERENCIA ...,4,0.13,1
B3_OURO_PRATA,DIRETOR DE SUPRIMENTOS AMERICA LATINA ...,4,0.13,1
B3_OURO_PRATA,CHIEF PROCUREMENT OFFICER,3,0.09,1
B3_OURO_PRATA,SENIOR PURCHASING & SUPPLY CHAIN EXECUTIVE,3,0.09,1
B3_OURO_PRATA,HEAD OF SUPPLY CHAIN,3,0.09,2
B3_OURO_PRATA,MBA IN SUPPLY CHAIN MANAGEMENT.,3,0.09,1
B3_OURO_PRATA,GERENTE DE PROJETOS E ENGENHARIA,3,0.09,1
B3_OURO_PRATA,GERENTE DE COMPRAS COAMO,3,0.09,1
B3_OURO_PRATA,DIRETOR DE OPERACOES / ENGENHEIRO ELETRICISTA - GRUPO RIALMA,3,0.09,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA DE MANUTENCAO,3,0.09,1
B3_OURO_PRATA,GERENTE DE PROJETOS SENIOR,3,0.09,1
B3_OURO_PRATA,GLOBAL PROCUREMENT LEADER,3,0.09,1
B3_OURO_PRATA,PROCUREMENT MANAGER ELETROBRAS,3,0.09,1
B3_OURO_PRATA,CONTRACTS & PROCUREMENT MANAGER,3,0.09,1
B3_OURO_PRATA,GERENTE INDUSTRIAL E DE MANUTENCAO,3,0.09,1
B3_OURO_PRATA,GERENTE GERAL DE ENGENHARIA,3,0.09,1
B3_OURO_PRATA,SUPRIMENTOS CAPEX,3,0.09,1
B3_OURO_PRATA,COMPRADORA CAPEX I AXIA ENERGIA,3,0.09,1
B3_OURO_PRATA,EXECUTIVA SENIOR DE SUPPLY CHAIN EM DEMANDAS ...,3,0.09,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS PARA PROJETOS,3,0.09,1
B3_OURO_PRATA,ESPECIALISTAS EM LOGISTICA E SUPPLY CHAIN.,3,0.09,1
B3_OURO_PRATA,"DIRETOS, INDIRETOS & CAPEX",3,0.09,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS ...,3,0.09,1
B3_OURO_PRATA,GERENTE DE PROJETOS SENIOR ...,3,0.09,1
B3_OURO_PRATA,"GERENTE DE ENGENHARIA, MANUTENCAO E ENERGIAS",3,0.09,1
B3_OURO_PRATA,GENERAL OPERATIONS MANAGER,3,0.09,1
B3_OURO_PRATA,PROCUREMENT,2,0.06,1
B3_OURO_PRATA,ARAUCO CELULOSE DO BRASIL S.A,2,0.06,1
B3_OURO_PRATA,ASSISTENTE ADMINISTRATIVO SUPPLY CHAIN ...,2,0.06,1
B3_OURO_PRATA,CATEGORY BUYER,2,0.06,1
B3_OURO_PRATA,COMPRADOR ESTRATEGICO,2,0.06,1
B3_OURO_PRATA,COMPRADOR PLENO RRP ENERGIA LTDA,2,0.06,1
B3_OURO_PRATA,COMPRADOR SR,2,0.06,1
B3_OURO_PRATA,COORDENADOR DE COMPRAS,2,0.06,1
B3_OURO_PRATA,COORDENADOR DE OPERACOES,2,0.06,1
B3_OURO_PRATA,COORDENADOR DE SUPRIMENTOS DE ENGENHARIA,2,0.06,1
B3_OURO_PRATA,DIRETOR CONTROLADORIA E FINANCAS,2,0.06,1
B3_OURO_PRATA,DIRETOR DE ENGENHARIA,2,0.06,1
B3_OURO_PRATA,DIRETOR DE SUPPLY CHAIN LATAM,2,0.06,1
B3_OURO_PRATA,DIRETORA JURIDICA E COMPLIANCE,2,0.06,1
B3_OURO_PRATA,DIRETORA REGIONAL DE SUPPLY CHAIN,2,0.06,1
B3_OURO_PRATA,ENGENHARIA  DE MECANICA,2,0.06,1
B3_OURO_PRATA,ENGENHARIA CIVIL,2,0.06,2
B3_OURO_PRATA,ENGENHEIRA PROJETISTA,2,0.06,1
B3_OURO_PRATA,ENGENHEIRO CIVIL DE PROJETOS,2,0.06,1
B3_OURO_PRATA,ENGENHEIRO CIVIL/MILITAR,2,0.06,1
B3_OURO_PRATA,ENGENHEIRO DE PROJETOS DE ELETRICIDADE,2,0.06,1
B3_OURO_PRATA,ESPECIALISTA COMPRAS CAPEX,2,0.06,1
B3_OURO_PRATA,EXECUTIVO DE SUPPLY CHAIN AND PROCUREMENT,2,0.06,1
B3_OURO_PRATA,GERENTE COMERCIAL RAIZEN COMBUSTIVEIS SA,2,0.06,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA - GRUPO AGIS,2,0.06,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA / ENGENHEIRA CIVIL ...,2,0.06,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA DE TUBULACAO,2,0.06,1
B3_OURO_PRATA,GERENTE DE OPERACOES - AGRION FERTILIZANTES,2,0.06,1
B3_OURO_PRATA,"GERENTE DE PROJETOS, GERENTE DE CONTRATOS ...",2,0.06,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS DE PROJETO,2,0.06,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS EM PROJETOS,2,0.06,1
B3_OURO_PRATA,LEAD SUPPLY CHAIN OPTIMIZATION,2,0.06,1
B3_OURO_PRATA,LOGISTICS & SUPPLY CHAIN,2,0.06,1
B3_OURO_PRATA,MAINTENANCE MANAGER L TECHNICAL ...,2,0.06,1
B3_OURO_PRATA,"MANAGER, GLOBAL TECHNICAL SALES TEAM",2,0.06,1
B3_OURO_PRATA,PROCUREMENT & STRATEGIC SOURCING,2,0.06,1
B3_OURO_PRATA,"PROCUREMENT, SUPRIMENTOS, SUPPLY CHAIN, COMPRAS ...",2,0.06,1
B3_OURO_PRATA,PROJECT ENGINEERING,2,0.06,1
B3_OURO_PRATA,PROJETOS,2,0.06,1
B3_OURO_PRATA,"PURCHASING, PROCUREMENT, CONTRACTS MANAGEMENT",2,0.06,1
B3_OURO_PRATA,SENIOR BUYER,2,0.06,1
B3_OURO_PRATA,SENIOR PURCHASING MANAGER,2,0.06,1
B3_OURO_PRATA,SOFTWARE ENGINEERING MANAGER,2,0.06,1
B3_OURO_PRATA,SR DC CAPEX PROCUREMENT MANAGER,2,0.06,1
B3_OURO_PRATA,STRATEGIC PROCUREMENT & CAPEX LEADER,2,0.06,1
B3_OURO_PRATA,SUBESTACOES); SOURCING; PROCUREMENT.,2,0.06,1
B3_OURO_PRATA,SUPPLY CHAIN / PURCHASING MANAGER / ADMINISTRATOR ...,2,0.06,1
B3_OURO_PRATA,SUPPLY CHAIN DIRECTOR,2,0.06,1
B3_OURO_PRATA,SUPPLY CHAIN TRANSFORMATION LEADER,2,0.06,1
B3_OURO_PRATA,TAX & ACCOUNTING DIRECTOR,2,0.06,1
B3_OURO_PRATA,ENGENHEIRO DE PROJETOS SENIOR,1,0.03,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA DE PROCESSOS,1,0.03,1
B3_OURO_PRATA,SUPERVISORA DE SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA E ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA E CONSTRUCAO,1,0.03,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA E MANUTENCAO,1,0.03,1
B3_OURO_PRATA,GERENTE DE ENGENHARIA E MANUTENCAO INDUSTRIAL,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO DE PROJETOS DE ENGENHARIA ...,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO DE INSTALACOES,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL/ AMBIENTAL,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL SENIOR DA ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE OBRAS,1,0.03,1
B3_OURO_PRATA,BUYER,1,0.03,1
B3_OURO_PRATA,GERENTE DE PESQUISA E INOVACAO - PORTO DO ITAQUI (EMAP),1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL MASTER,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL I GERENTE DE ENGENHARIA I ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS / GERENTE DE CONTRATOS ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS ARCELORMITTAL BRASIL,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS DE ENGENHARIA,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS DE MEIO AMBIENTE,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS DETECNOLOGIA DA ...,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL FOCADO EM GESTAO E ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS E ENGENHEIRO DE PROCESSO,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS E OBRAS,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS E SISTEMAS DE TI,1,0.03,1
B3_OURO_PRATA,GERENTE DE PROJETOS EM M&A NO IDIS,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL E GEOTECNICO,1,0.03,1
B3_OURO_PRATA,ENGENHEIRO CIVIL E ...,1,0.03,1
B3_OURO_PRATA,BUSINESS ADMINISTRATION / SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,"GERENTE DE PROJETOS, PMO, MESTRE EM GESTAO ...",1,0.03,1
B3_OURO_PRATA,"GERENTE DE PROJETOS, PROCESSOS E ...",1,0.03,1
B3_OURO_PRATA,ENGENHARIA DE MANUTENCAO,1,0.03,1
B3_OURO_PRATA,ENGENHARIA AMBIENTAL L LICENCIAMENTO ...,1,0.03,1
B3_OURO_PRATA,ENGENHARIA - MANUTENCAO - PROJETOS,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS & SUPPLY CHAIN ...,1,0.03,1
B3_OURO_PRATA,EDISON CHOUEST OFFSHORE / BRASIL PORT,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS / COMPRAS / CONSTRUCAO CIVIL,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS / DESENVOLVIMENTO E ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS CORPORATIVO,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS DA BATERIAS MOURA,1,0.03,1
B3_OURO_PRATA,AENA BRASIL SA,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS E LOGISTICA,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN @PSYCHOBUNNY,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS I SUPPLY CHAIN ...,1,0.03,1
B3_OURO_PRATA,GERENTE DE SUPRIMENTOS L PROCUREMENT L ...,1,0.03,1
B3_OURO_PRATA,DIRETORA NOVOS PROJETOS GLP,1,0.03,1
B3_OURO_PRATA,DIRETOR-PRESIDENTE INFRA S.A. (EXECUTORA PUBLICA FIOL),1,0.03,1
B3_OURO_PRATA,DIRETOR-PRESIDENTE DA TLSA (GRUPO CSN),1,0.03,1
B3_OURO_PRATA,DIRETOR TERMINAL PORTUARIO DE ALCANTARA,1,0.03,1
B3_OURO_PRATA,DIRETOR OPERACIONAL/DIRETOR DE ENGENHARIA VLI MULTIMODAL,1,0.03,1
B3_OURO_PRATA,DIRETOR INDUSTRIAL,1,0.03,1
B3_OURO_PRATA,GERENTE REGIONAL DE LOGISTICA,1,0.03,1
B3_OURO_PRATA,DIRETOR EXECUTIVO - AEGEA,1,0.03,1
B3_OURO_PRATA,GESTAO DE PROCESSOS E OPEX/CAPEX.,1,0.03,1
B3_OURO_PRATA,GESTAO DE PROJETOS,1,0.03,1
B3_OURO_PRATA,GESTAO EM SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,GESTOR EM COMPRAS POWERTRAIN HYUNDAI MOTOR BRASIL (PIRACICABA),1,0.03,1
B3_OURO_PRATA,GESTOR INDUSTRIAL * SUPPLY CHAIN ...,1,0.03,1
B3_OURO_PRATA,DIRETOR ELDORADO BRASIL CELULOSE (TRES LAGOAS MS),1,0.03,1
B3_OURO_PRATA,DIRETOR DE SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,GLOBAL SUPPLY CHAIN & PROCUREMENT LEADER - DATA CENTERS (HORTOLANDIA),1,0.03,1
B3_OURO_PRATA,DIRETOR DE RELACOES INSTITUCIONAIS,1,0.03,1
B3_OURO_PRATA,HEAD DE COMPRAS/SUPRIMENTOS ...,1,0.03,1
B3_OURO_PRATA,"DIRETOR DE COMPRAS, SEGUROS E SERVICOS GERAIS ...",1,0.03,1
B3_OURO_PRATA,HEAD DE MANUTENCAO,1,0.03,1
B3_OURO_PRATA,DIRETOR DE COMPRAS AMERICA LATINA,1,0.03,1
B3_OURO_PRATA,HEAD DE SUPRIMENTOS/GERENTE DE COMPRAS ...,1,0.03,1
B3_OURO_PRATA,DIRETOR DE COMPRAS,1,0.03,1
B3_OURO_PRATA,HEAD OF LOGISTICS OPERATIONS,1,0.03,1
B3_OURO_PRATA,DIRETOR DE BUSINESS SUPERGASBRAS (SPE ULTRAGAZ+SUPERGASBRAS PECEM),1,0.03,1
B3_OURO_PRATA,HEAD OF PROCUREMENT AMERICAS,1,0.03,1
B3_OURO_PRATA,HEAD OF PROCUREMENT SCANIA SOUTHERN AFRICA,1,0.03,1
B3_OURO_PRATA,HEAD OF REGIONAL PROCUREMENT AND SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,DIRETOR - INPASA AGROINDUSTRIAL,1,0.03,1
B3_OURO_PRATA,HEAD OF SUPPLY CHAIN MANAGEMENT,1,0.03,1
B3_OURO_PRATA,IT MANAGER,1,0.03,1
B3_OURO_PRATA,JOINT VENTURE CMPC CELULOSE + NELTUME PORTS - OPERACAO 2028,1,0.03,1
B3_OURO_PRATA,DHL SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN DESIGN STRATEGIST,1,0.03,1
B3_OURO_PRATA,LOGISTIC & PURCHASING MANAGER,1,0.03,1
B3_OURO_PRATA,LOGISTICA & SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,LOGISTICA E SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,ADM CONTRACTUAL DIRECTOR,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN EXPERT,1,0.03,1
B3_OURO_PRATA,B2B & CAPEX,1,0.03,1
B3_OURO_PRATA,"MANAGER, SALES & SUPPLY CHAIN",1,0.03,1
B3_OURO_PRATA,CORPORATE COMMUNICATIONS MANAGER,1,0.03,1
B3_OURO_PRATA,MBA-SUPPLY CHAIN| CUSTOMER SERVICE,1,0.03,1
B3_OURO_PRATA,COORDENADOR DE SUPRIMENTOS,1,0.03,1
B3_OURO_PRATA,OPERATIONS LEADER,1,0.03,1
B3_OURO_PRATA,OPERATIONS MANAGER,1,0.03,1
B3_OURO_PRATA,OPERATIONS MANAGER - NEW WAVE CARTAGE - LINKEDIN,1,0.03,1
B3_OURO_PRATA,OPERATIONS MANAGER @PICK'N'DRIVE AUTO ...,1,0.03,1
B3_OURO_PRATA,OPERATIONS/PROJECT MANAGER ...,1,0.03,1
B3_OURO_PRATA,COORDENADOR DE PROJETOS,1,0.03,1
B3_OURO_PRATA,PHARMACEUTICAL SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,PLANEJADOR DE MANUTENCAO,1,0.03,1
B3_OURO_PRATA,PLANT MAINTENANCE MANAGER,1,0.03,1
B3_OURO_PRATA,PMO ; GERENTE DE PROJETOS,1,0.03,1
B3_OURO_PRATA,COORDENADOR DE LOGISTICA E SUPRIMENTOS,1,0.03,1
B3_OURO_PRATA,PRESIDENTE - PETROCITY PORTOS (OPERADORA DO CPSM),1,0.03,1
B3_OURO_PRATA,COORDENADOR DE LOGISTICA / MERCADO LIVRE - LINKEDIN,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN MANAGER I HEAD OF SUPPLY ...,1,0.03,1
B3_OURO_PRATA,PROCUREMENT & SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,COORDENADOR DE ENGENHARIA - AEGEA SANEAMENTO,1,0.03,1
B3_OURO_PRATA,COORDENADOR DE ENERGIA E EFICIENCIA ENERGETICA - AEGEA,1,0.03,1
B3_OURO_PRATA,PROCUREMENT L SUPPLY CHAIN L BUYER L PURCHASER L ...,1,0.03,1
B3_OURO_PRATA,COORDENADOR COMPRAS/SUPRIMENTOS,1,0.03,1
B3_OURO_PRATA,COO SIGMA LITHIUM,1,0.03,1
B3_OURO_PRATA,COMPRAS/CONTRATOS CORPORATIVOS - PORTONAVE S/A TERMINAIS NAVEGANTES,1,0.03,1
B3_OURO_PRATA,AURA MINERALS INC,1,0.03,1
B3_OURO_PRATA,PROFISSIONAL DE COMPRAS & SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,PROFISSIONAL DE LOGISTICA E SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,PROGRAMA FEDERAL - SUBSTITUICAO 700 PONTES MADEIRA RODOVIAS FEDERAIS,1,0.03,1
B3_OURO_PRATA,COMPRAS / SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN OPTIMIZATION,1,0.03,1
B3_OURO_PRATA,COMPRADORA SENIOR,1,0.03,1
B3_OURO_PRATA,PROJECT MANAGER / GERENTE DE ENGENHARIA / INFRA ...,1,0.03,1
B3_OURO_PRATA,PROJETISTA MECANICO,1,0.03,1
B3_OURO_PRATA,PROJETISTA NO GRUPO UNIPAR,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN PLANNING,1,0.03,1
B3_OURO_PRATA,PUBLIC SERVANT,1,0.03,1
B3_OURO_PRATA,COMPRADORA CAPEX,1,0.03,1
B3_OURO_PRATA,COMPRADOR TECNICO,1,0.03,1
B3_OURO_PRATA,ALD BIOENERGIA DECIOLANDIA S/A,1,0.03,1
B3_OURO_PRATA,RAW MATERIALS PROCUREMENT,1,0.03,1
B3_OURO_PRATA,COMPRADOR PLENO,1,0.03,1
B3_OURO_PRATA,REPRESENTANTE BRASIL MAGNESIO DO NORDESTE (EMPRESARIO/SOCIO),1,0.03,1
B3_OURO_PRATA,"RESPONSAVEL LC TERMINAIS PORTUARIOS (LYON CAPITAL + CCCC, TGNL SAO LUIS MA)",1,0.03,1
B3_OURO_PRATA,COMPRADOR / PROCUREMENT / BUYER ...,1,0.03,1
B3_OURO_PRATA,SALES REPRESENTATIVE,1,0.03,1
B3_OURO_PRATA,COMMERCIAL SUPPLY CHAIN ANALYST,1,0.03,1
B3_OURO_PRATA,UPS SUPPLY CHAIN SOLUTIONS,1,0.03,1
B3_OURO_PRATA,SENIOR BUYER - FOCUS ON INFRASTRUCTURE AND IT,1,0.03,1
B3_OURO_PRATA,"SENIOR BUYER, ENGINEERED MATERIALS",1,0.03,1
B3_OURO_PRATA,SENIOR INFRASTRUCTURE AND TECHNOLOGY EXECUTIVE,1,0.03,1
B3_OURO_PRATA,SENIOR PROCUREMENT & SUPPLY CHAIN MANAGER,1,0.03,1
B3_OURO_PRATA,COMMERCIAL DIRECTOR / NEW BUSINESS AGEO TERMINALS (GRUPO SIMOES + EBT),1,0.03,1
B3_OURO_PRATA,COMMERCIAL AND PURCHASING MANAGER ...,1,0.03,1
B3_OURO_PRATA,CEO DOF SUBSEA (CONTRATO R$11BI PETROBRAS 4 PSVS NAVSHIP),1,0.03,1
B3_OURO_PRATA,"SUPPLY CHAIN, PROCUREMENT, CONTRACTS, COMMERCIAL",1,0.03,1
B3_OURO_PRATA,SENIOR STRATEGIC BUYER,1,0.03,1
B3_OURO_PRATA,SERVICE PROCUREMENT MANAGER,1,0.03,1
B3_OURO_PRATA,SOCIETARIO,1,0.03,1
B3_OURO_PRATA,CATEGORY MANAGER,1,0.03,1
B3_OURO_PRATA,SOCIO DELCO COMERCIO E CONSTRUCOES (APOSTILAMENTO ARENA VALPARAISO II),1,0.03,1
B3_OURO_PRATA,CAPITAL PROJECTS & ENGINEERING MANAGER,1,0.03,1
B3_OURO_PRATA,"SUPPLY CHAIN, SAP E PROCESSOS DE COMPRAS",1,0.03,1
B3_OURO_PRATA,SPECIALIST AFTERMARKET BUYER,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN/LOGISTICS MANAGEMENT,1,0.03,1
B3_OURO_PRATA,CAPITAL PROJECTS & CAPEX STRATEGY,1,0.03,1
B3_OURO_PRATA,"SR PURCHASING MANAGER, GLOBAL SUPPLIER COST ...",1,0.03,1
B3_OURO_PRATA,SR SUPPLY CHAIN & OPERATIONS LEADER,1,0.03,1
B3_OURO_PRATA,STEEL SOURCING ANALYST LATAM,1,0.03,1
B3_OURO_PRATA,SUPPLY CHAIN|LOGISTICS|PROJECTS,1,0.03,1
B3_OURO_PRATA,CAPEX E OPEX.,1,0.03,1
B3_OURO_PRATA,CANAL RH (ROLE-BASED),1,0.03,1
B3_OURO_PRATA,STRATEGIC SOURCING MANAGER,1,0.03,1
B3_OURO_PRATA,EXECUTIVO DE PROCUREMENT E SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,EXECUTIVO DE SANEAMENTO 25 ANOS DE ...,1,0.03,1
B3_OURO_PRATA,"ESTRATEGIA, TECNOLOGIA, CAPEX/MRO, SAP ARIBA",1,0.03,1
B3_OURO_PRATA,BUYER/COMPRAS/SUPRIMENTOS/CONTRATACOES,1,0.03,1
B3_OURO_PRATA,EXECUTIVO DE SUPPLY CHAIN E SUPRIMENTOS,1,0.03,1
B3_OURO_PRATA,EXECUTIVO SENIOR DE SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,ESPECIALISTA SUPPLY CHAIN & LOGISTICA OFFSHORE,1,0.03,1
B3_OURO_PRATA,FERTILIZERS INDUSTRIAL MANAGER,1,0.03,1
B3_OURO_PRATA,FINANCEIRO DE OBRAS / CAPEX / CONTRATOS ...,1,0.03,1
B3_OURO_PRATA,FUNDO DESENVOLVIMENTO INFRAESTRUTURA BA - PPP RODOVIAS 1000KM,1,0.03,1
B3_OURO_PRATA,"FUNDO MARINHA MERCANTE R$409,7M - INDUSTRIA NAVAL AMAZONAS",1,0.03,1
B3_OURO_PRATA,GENERAL MANAGER SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,ESPECIALISTA EM SUPPLY CHAIN,1,0.03,1
B3_OURO_PRATA,GERENTE COMERCIAL RACAO ANIMAL NO ...,1,0.03,1
B3_OURO_PRATA,"SUPPLY ENGINEER / PROCUREMENT MANAGER, CONTRACT ...",1,0.03,1
B3_OURO_PRATA,GERENTE COMPRAS / COMERCIAL,1,0.03,1
